booking_id,date_key,arrival_date,channel_key,segment_key,hotel_key,country,booking_status,is_canceled,lead_time,total_nights,total_guests,adults,children,babies,meal,customer_type,deposit_type,reserved_room_type,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,agent_present,company_present,adr_clean,gross_booking_value,realized_revenue,required_car_parking_spaces,total_of_special_requests,valid_for_ml,invalid_guest_flag,adr_invalid_flag,children_missing_flag
B0021075,20160214,2016-02-14,4,7,2,GBR,Stayed,0,27,4,3.0,2,1.0,0,BB,Transient,No Deposit,G,0,0,0,1,0,90.0,360.0,360.0,1,0,1,0,0,0
B0021076,20160217,2016-02-17,1,3,2,GBR,Stayed,0,40,1,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,0,1,61.0,61.0,61.0,0,0,1,0,0,0
B0021077,20160217,2016-02-17,4,7,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,43.0,43.0,43.0,0,0,1,0,0,0
B0021078,20160217,2016-02-17,4,7,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,43.0,43.0,43.0,0,0,1,0,0,0
B0021079,20160215,2016-02-15,1,3,2,PRT,Stayed,0,3,3,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,1,30.0,90.0,90.0,0,0,1,0,0,0
B0021080,20160314,2016-03-14,1,3,2,PRT,Stayed,0,10,3,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,1,1,37.0,111.0,111.0,0,0,1,0,0,0
B0021081,20160404,2016-04-04,1,3,2,PRT,Cancelled,1,4,3,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,2,1,1,67.5,202.5,0.0,0,0,1,0,0,0
B0021082,20160426,2016-04-26,1,3,2,PRT,Stayed,0,0,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,1,2,0,1,42.0,84.0,84.0,0,0,1,0,0,0
B0021083,20160214,2016-02-14,4,7,2,GBR,Stayed,0,31,4,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,53.2,212.8,212.8,0,2,1,0,0,0
B0021084,20160214,2016-02-14,4,7,2,GBR,Stayed,0,31,4,4.0,3,1.0,0,BB,Transient,No Deposit,H,0,0,0,1,0,79.2,316.8,316.8,1,1,1,0,0,0
B0021085,20160217,2016-02-17,4,7,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021086,20160426,2016-04-26,1,3,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,0,1,45.0,45.0,45.0,0,0,1,0,0,0
B0021087,20170530,2017-05-30,4,7,2,PRT,Stayed,0,3,1,1.0,1,0.0,0,BB,Transient,No Deposit,D,1,0,2,1,0,105.0,105.0,105.0,0,1,1,0,0,0
B0021088,20160217,2016-02-17,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,45.0,45.0,45.0,0,0,1,0,0,0
B0021089,20160212,2016-02-12,4,7,2,FIN,Stayed,0,39,6,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,46.4,278.4,278.4,0,1,1,0,0,0
B0021090,20160213,2016-02-13,4,6,2,FIN,Stayed,0,18,5,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,27.0,135.0,135.0,0,0,1,0,0,0
B0021091,20160217,2016-02-17,2,4,2,GBR,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,55.0,55.0,55.0,0,0,1,0,0,0
B0021092,20160217,2016-02-17,4,7,2,ESP,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,43.0,43.0,43.0,0,1,1,0,0,0
B0021093,20160413,2016-04-13,4,4,2,ESP,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,1,0,1,0,0,55.0,55.0,55.0,0,1,1,0,0,0
B0021094,20160214,2016-02-14,4,7,2,ESP,Stayed,0,19,4,3.0,2,0.0,1,BB,Transient,No Deposit,E,0,0,0,1,0,69.0,276.0,276.0,0,4,1,0,0,0
B0021095,20160214,2016-02-14,4,7,2,ESP,Stayed,0,19,4,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,75.0,300.0,300.0,0,3,1,0,0,0
B0021096,20160217,2016-02-17,2,4,2,DEU,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,43.0,43.0,43.0,0,0,1,0,0,0
B0021097,20160215,2016-02-15,4,7,2,GBR,Stayed,0,12,3,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,68.0,204.0,204.0,0,0,1,0,0,0
B0021098,20160215,2016-02-15,4,7,2,ESP,Stayed,0,28,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,144.0,144.0,0,1,1,0,0,0
B0021099,20160217,2016-02-17,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,75.0,75.0,75.0,1,0,1,0,0,0
B0021100,20160210,2016-02-10,4,6,2,FRA,Stayed,0,28,8,2.0,2,0.0,0,HB,Transient,No Deposit,A,0,0,0,1,0,55.0,440.0,440.0,0,0,1,0,0,0
B0021101,20160210,2016-02-10,4,6,2,NLD,Stayed,0,28,8,2.0,2,0.0,0,HB,Transient,No Deposit,A,0,0,0,1,0,55.0,440.0,440.0,0,1,1,0,0,0
B0021102,20160215,2016-02-15,4,7,2,ESP,Stayed,0,6,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,50.0,150.0,150.0,1,0,1,0,0,0
B0021103,20160211,2016-02-11,4,7,2,FRA,Stayed,0,28,7,2.0,1,1.0,0,HB,Transient,No Deposit,E,0,0,0,1,0,64.14,448.98,448.98,0,2,1,0,0,0
B0021104,20160211,2016-02-11,4,7,2,FRA,Stayed,0,28,7,3.0,2,1.0,0,HB,Transient,No Deposit,E,0,0,0,1,0,80.85,565.9499999999999,565.9499999999999,1,3,1,0,0,0
B0021105,20160217,2016-02-17,4,6,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,FB,Transient,No Deposit,A,0,0,0,1,0,75.0,75.0,75.0,0,0,1,0,0,0
B0021106,20160215,2016-02-15,4,6,2,FIN,Stayed,0,10,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,35.0,105.0,105.0,1,0,1,0,0,0
B0021107,20160217,2016-02-17,2,4,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021108,20160314,2016-03-14,2,3,2,PRT,Stayed,0,0,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,0,0,40.0,80.0,80.0,0,0,1,0,0,0
B0021109,20160216,2016-02-16,2,4,2,CHN,Stayed,0,0,2,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,0,0,68.0,136.0,136.0,0,0,1,0,0,0
B0021110,20160214,2016-02-14,2,4,2,PRT,Stayed,0,3,4,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0
B0021111,20160217,2016-02-17,2,4,2,PRT,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,0,0,50.0,50.0,50.0,0,1,1,0,0,0
B0021112,20160217,2016-02-17,4,7,2,DEU,Stayed,0,7,2,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,43.0,86.0,86.0,0,1,1,0,0,0
B0021113,20160217,2016-02-17,2,4,2,PRT,Stayed,0,0,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,43.0,86.0,86.0,1,0,1,0,0,0
B0021114,20160309,2016-03-09,2,4,2,PRT,Stayed,0,0,3,2.0,2,0.0,0,BB,Transient,No Deposit,D,1,0,1,0,0,69.0,207.0,207.0,1,1,1,0,0,0
B0021115,20160315,2016-03-15,2,4,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,2,0,0,40.0,40.0,40.0,1,1,1,0,0,0
B0021116,20170118,2017-01-18,2,4,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,3,0,0,59.0,59.0,59.0,1,1,1,0,0,0
B0021117,20160217,2016-02-17,1,3,2,PRT,Stayed,0,2,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,1,36.0,72.0,72.0,1,0,1,0,0,0
B0021118,20160330,2016-03-30,1,3,2,PRT,Stayed,0,6,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,1,0,45.0,90.0,90.0,1,0,1,0,0,0
B0021119,20160411,2016-04-11,1,3,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,2,1,0,42.0,42.0,42.0,1,0,1,0,0,0
B0021120,20161214,2016-12-14,1,3,2,PRT,Stayed,0,1,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,3,1,0,30.0,30.0,30.0,0,0,1,0,0,0
B0021121,20170328,2017-03-28,1,3,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,4,0,1,35.0,35.0,35.0,0,0,1,0,0,0
B0021122,20160218,2016-02-18,4,7,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021123,20160218,2016-02-18,2,4,2,PRT,Stayed,0,2,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021124,20160218,2016-02-18,2,4,2,PRT,Stayed,0,2,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021125,20160218,2016-02-18,4,7,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,43.0,43.0,43.0,0,0,1,0,0,0
B0021126,20170301,2017-03-01,4,7,2,PRT,Stayed,0,13,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,1,0,27.36,27.36,27.36,0,0,1,0,0,0
B0021127,20160218,2016-02-18,4,7,2,PRT,Stayed,0,7,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,66.0,66.0,66.0,1,0,1,0,0,0
B0021128,20160216,2016-02-16,1,3,2,PRT,Stayed,0,6,3,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,1,30.0,90.0,90.0,0,0,1,0,0,0
B0021129,20160216,2016-02-16,1,3,2,PRT,Stayed,0,6,3,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,1,30.0,90.0,90.0,0,0,1,0,0,0
B0021130,20160218,2016-02-18,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,0,0,65.0,65.0,65.0,0,0,1,0,0,0
B0021131,20160217,2016-02-17,4,7,2,ESP,Stayed,0,8,2,3.0,2,1.0,0,HB,Transient,No Deposit,G,0,0,0,1,0,147.0,294.0,294.0,1,0,1,0,0,0
B0021132,20160215,2016-02-15,4,7,2,GBR,Stayed,0,33,4,4.0,2,2.0,0,HB,Transient,No Deposit,C,0,0,0,1,0,66.06,264.24,264.24,0,1,1,0,0,0
B0021133,20160217,2016-02-17,2,4,2,PRT,Stayed,0,0,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,51.0,102.0,102.0,1,0,1,0,0,0
B0021134,20170208,2017-02-08,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,1,0,0,0,0,56.0,56.0,56.0,1,0,1,0,0,0
B0021135,20160217,2016-02-17,2,4,2,FRA,Stayed,0,0,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,45.0,90.0,90.0,0,0,1,0,0,0
B0021136,20160217,2016-02-17,2,4,2,PRT,Stayed,0,1,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,1,46.0,92.0,92.0,1,0,1,0,0,0
B0021137,20160531,2016-05-31,2,3,2,PRT,Stayed,0,4,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,0,1,57.0,57.0,57.0,1,0,1,0,0,0
B0021138,20160218,2016-02-18,4,7,2,ARG,Stayed,0,1,1,3.0,2,1.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,64.0,64.0,64.0,1,0,1,0,0,0
B0021139,20160215,2016-02-15,4,6,2,PRT,Stayed,0,5,4,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,25.0,100.0,100.0,0,0,1,0,0,0
B0021140,20170206,2017-02-06,4,6,2,PRT,Stayed,0,5,4,1.0,1,0.0,0,BB,Group,No Deposit,A,1,0,1,1,0,30.0,120.0,120.0,0,0,1,0,0,0
B0021141,20160216,2016-02-16,2,4,2,FRA,Stayed,0,0,3,2.0,2,0.0,0,HB,Transient,No Deposit,E,0,0,0,0,0,101.0,303.0,303.0,1,0,1,0,0,0
B0021142,20160218,2016-02-18,2,4,2,PRT,Stayed,0,0,1,3.0,2,0.0,1,BB,Transient,No Deposit,E,0,0,0,0,0,65.0,65.0,65.0,0,2,1,0,0,0
B0021143,20160215,2016-02-15,4,7,2,GBR,Stayed,0,5,4,4.0,2,2.0,0,BB,Transient,No Deposit,G,0,0,0,1,0,93.0,372.0,372.0,0,0,1,0,0,0
B0021144,20160216,2016-02-16,4,7,2,ESP,Stayed,0,71,3,2.0,2,0.0,0,HB,Transient,No Deposit,D,0,0,0,1,0,88.0,264.0,264.0,0,1,1,0,0,0
B0021145,20160217,2016-02-17,4,7,2,PRT,Stayed,0,2,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,43.0,86.0,86.0,0,0,1,0,0,0
B0021146,20160218,2016-02-18,4,7,2,PRT,Stayed,0,0,1,3.0,2,0.0,1,BB,Transient,No Deposit,D,0,0,0,1,0,58.0,58.0,58.0,0,3,1,0,0,0
B0021147,20160303,2016-03-03,4,7,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,1,0,1,1,0,43.0,43.0,43.0,0,3,1,0,0,0
B0021148,20160214,2016-02-14,4,7,2,RUS,Stayed,0,29,5,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,41.0,205.0,205.0,0,2,1,0,0,0
B0021149,20160216,2016-02-16,2,4,2,BEL,Stayed,0,0,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,45.0,135.0,135.0,0,0,1,0,0,0
B0021150,20160212,2016-02-12,4,6,2,GBR,Stayed,0,39,7,2.0,2,0.0,0,HB,Transient,No Deposit,D,0,0,0,1,0,58.7,410.90000000000003,410.90000000000003,0,0,1,0,0,0
B0021151,20160217,2016-02-17,4,7,2,DEU,Stayed,0,7,3,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,43.0,129.0,129.0,0,1,1,0,0,0
B0021152,20160213,2016-02-13,4,7,2,GBR,Stayed,0,29,7,2.0,2,0.0,0,HB,Transient,No Deposit,E,0,0,0,1,0,66.38,464.65999999999997,464.65999999999997,0,1,1,0,0,0
B0021153,20160213,2016-02-13,4,7,2,FRA,Stayed,0,11,7,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,39.0,273.0,273.0,0,2,1,0,0,0
B0021154,20160213,2016-02-13,4,7,2,FRA,Stayed,0,11,7,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,336.0,336.0,0,2,1,0,0,0
B0021155,20160216,2016-02-16,4,6,2,GBR,Stayed,0,42,4,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,28.1,112.4,112.4,0,0,1,0,0,0
B0021156,20160206,2016-02-06,4,6,2,FIN,Stayed,0,4,14,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,22.5,315.0,315.0,0,0,1,0,0,0
B0021157,20160218,2016-02-18,4,7,2,PRT,Stayed,0,17,2,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,45.0,90.0,90.0,1,0,1,0,0,0
B0021158,20160219,2016-02-19,4,7,2,ITA,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,48.0,48.0,1,0,1,0,0,0
B0021159,20160219,2016-02-19,1,3,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021160,20160218,2016-02-18,4,7,2,GBR,Stayed,0,35,2,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,66.0,132.0,132.0,0,1,1,0,0,0
B0021161,20160213,2016-02-13,2,4,2,FRA,Stayed,0,14,7,3.0,2,1.0,0,BB,Transient,No Deposit,G,0,0,0,1,0,91.0,637.0,637.0,0,1,1,0,0,0
B0021162,20160213,2016-02-13,2,4,2,FRA,Stayed,0,14,7,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,64.0,448.0,448.0,1,2,1,0,0,0
B0021163,20160217,2016-02-17,4,7,2,OMN,Stayed,0,30,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,144.0,144.0,0,1,1,0,0,0
B0021164,20160217,2016-02-17,4,7,2,PRT,Stayed,0,6,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,54.0,162.0,162.0,1,0,1,0,0,0
B0021165,20160217,2016-02-17,4,7,2,DEU,Stayed,0,7,3,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,43.0,129.0,129.0,0,1,1,0,0,0
B0021166,20160217,2016-02-17,4,7,2,DEU,Stayed,0,7,3,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,43.0,129.0,129.0,0,1,1,0,0,0
B0021167,20160219,2016-02-19,1,3,2,PRT,Stayed,0,0,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,40.0,40.0,40.0,0,0,1,0,0,0
B0021168,20160214,2016-02-14,4,6,2,GBR,Stayed,0,24,6,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,55.73,334.38,334.38,0,1,1,0,0,0
B0021169,20160217,2016-02-17,4,7,2,DEU,Stayed,0,7,3,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,1,0,48.0,144.0,144.0,0,1,1,0,0,0
B0021170,20160216,2016-02-16,4,6,2,GBR,Stayed,0,42,4,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,45.0,180.0,180.0,0,0,1,0,0,0
B0021171,20160206,2016-02-06,4,6,2,FRA,Stayed,0,24,14,2.0,2,0.0,0,Undefined,Transient,No Deposit,E,0,0,0,1,0,79.0,1106.0,1106.0,0,0,1,0,0,0
B0021172,20160219,2016-02-19,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,F,0,0,0,0,0,75.0,75.0,75.0,1,1,1,0,0,0
B0021173,20160216,2016-02-16,1,3,2,PRT,Stayed,0,4,4,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,0,0,45.0,180.0,180.0,0,0,1,0,0,0
B0021174,20160216,2016-02-16,1,3,2,PRT,Stayed,0,4,4,2.0,2,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,0,0,45.0,180.0,180.0,0,0,1,0,0,0
B0021175,20160216,2016-02-16,1,3,2,PRT,Stayed,0,4,4,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,0,0,40.0,160.0,160.0,0,0,1,0,0,0
B0021176,20160216,2016-02-16,1,3,2,PRT,Stayed,0,4,4,1.0,1,0.0,0,BB,Transient-Party,No Deposit,A,0,0,0,0,0,40.0,160.0,160.0,0,0,1,0,0,0
B0021177,20160219,2016-02-19,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,0,0,55.0,55.0,55.0,1,0,1,0,0,0
B0021178,20160219,2016-02-19,2,4,2,AUT,Stayed,0,6,1,3.0,3,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,39.0,39.0,39.0,0,1,1,0,0,0
B0021179,20160214,2016-02-14,4,7,2,GBR,Stayed,0,29,7,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,1,0,42.11,294.77,294.77,0,1,1,0,0,0
B0021180,20160214,2016-02-14,4,6,2,DEU,Stayed,0,0,7,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,37.86,265.02,265.02,1,0,1,0,0,0
B0021181,20160218,2016-02-18,4,7,2,SUR,Stayed,0,17,3,4.0,2,2.0,0,BB,Transient,No Deposit,G,0,0,0,1,0,98.0,294.0,294.0,0,0,1,0,0,0
B0021182,20160220,2016-02-20,4,7,2,PRT,Stayed,0,9,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,60.0,60.0,60.0,0,2,1,0,0,0
B0021183,20160218,2016-02-18,2,4,2,PRT,Stayed,0,0,3,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,0,0,65.0,195.0,195.0,0,0,1,0,0,0
B0021184,20160220,2016-02-20,4,7,2,PRT,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,60.0,60.0,60.0,0,0,1,0,0,0
B0021185,20160219,2016-02-19,4,6,2,ESP,Stayed,0,2,2,2.0,2,0.0,0,HB,Transient,No Deposit,A,0,0,0,1,0,56.0,112.0,112.0,0,0,1,0,0,0
B0021186,20160220,2016-02-20,2,2,2,PRT,Stayed,0,1,1,4.0,2,1.0,1,BB,Transient,No Deposit,H,0,0,0,0,0,0.0,0.0,0.0,1,2,1,0,0,0
B0021187,20160720,2016-07-20,2,2,2,PRT,Stayed,0,5,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,1,0,1,0,0,0.0,0.0,0.0,1,2,1,0,0,0
B0021188,20160219,2016-02-19,2,4,2,PRT,Stayed,0,1,2,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,0,0,61.0,122.0,122.0,1,0,1,0,0,0
B0021189,20160220,2016-02-20,4,7,2,ESP,Stayed,0,2,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,66.0,66.0,66.0,1,1,1,0,0,0
B0021190,20160216,2016-02-16,4,6,2,ESP,Stayed,0,20,5,3.0,3,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,30.0,150.0,150.0,0,1,1,0,0,0
B0021191,20160218,2016-02-18,4,7,2,ESP,Stayed,0,20,3,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,54.0,162.0,162.0,1,1,1,0,0,0
B0021192,20160219,2016-02-19,2,4,2,PRT,Stayed,0,14,2,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,55.0,110.0,110.0,0,1,1,0,0,0
B0021193,20160219,2016-02-19,4,7,2,PRT,Stayed,0,4,2,2.0,2,0.0,0,BB,Transient,No Deposit,G,0,0,0,1,0,93.0,186.0,186.0,0,0,1,0,0,0
B0021194,20160220,2016-02-20,4,7,2,ESP,Stayed,0,2,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,66.0,66.0,66.0,1,1,1,0,0,0
B0021195,20160220,2016-02-20,4,7,2,ESP,Stayed,0,2,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,66.0,66.0,66.0,1,1,1,0,0,0
B0021196,20160220,2016-02-20,4,7,2,PRT,Stayed,0,3,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,48.0,48.0,0,0,1,0,0,0
B0021197,20160220,2016-02-20,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,0,0,51.0,51.0,51.0,1,0,1,0,0,0
B0021198,20160217,2016-02-17,4,7,2,FRA,Stayed,0,26,4,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,54.0,216.0,216.0,1,1,1,0,0,0
B0021199,20160220,2016-02-20,4,7,2,BRA,Stayed,0,7,1,3.0,3,0.0,0,BB,Transient,No Deposit,F,0,0,0,1,0,72.13,72.13,72.13,1,2,1,0,0,0
B0021200,20160215,2016-02-15,4,7,2,FRA,Stayed,0,25,6,2.0,2,0.0,0,HB,Transient,No Deposit,E,0,0,0,1,0,78.4,470.40000000000003,470.40000000000003,0,1,1,0,0,0
B0021201,20160220,2016-02-20,4,7,2,NLD,Stayed,0,3,1,1.0,1,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,55.0,55.0,55.0,1,0,1,0,0,0
B0021202,20160218,2016-02-18,4,7,2,PRT,Stayed,0,9,3,3.0,2,1.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,81.5,244.5,244.5,1,1,1,0,0,0
B0021203,20160220,2016-02-20,4,7,2,PRT,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,58.0,58.0,58.0,0,1,1,0,0,0
B0021204,20160220,2016-02-20,4,7,2,PRT,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,48.0,48.0,0,0,1,0,0,0
B0021205,20160220,2016-02-20,2,4,2,PRT,Stayed,0,5,1,2.0,2,0.0,0,BB,Transient,No Deposit,E,0,0,0,0,0,65.0,65.0,65.0,0,0,1,0,0,0
B0021206,20160220,2016-02-20,4,7,2,PRT,Stayed,0,8,1,2.0,2,0.0,0,BB,Transient,No Deposit,D,0,0,0,1,0,58.0,58.0,58.0,0,2,1,0,0,0
B0021207,20160220,2016-02-20,2,4,2,ESP,Stayed,0,1,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,60.0,60.0,60.0,0,0,1,0,0,0
B0021208,20160219,2016-02-19,2,4,2,PRT,Stayed,0,3,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,45.0,90.0,90.0,0,0,1,0,0,0
B0021209,20160219,2016-02-19,2,4,2,PRT,Stayed,0,3,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,45.0,90.0,90.0,0,0,1,0,0,0
B0021210,20160220,2016-02-20,2,4,2,SWE,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,65.0,65.0,65.0,0,0,1,0,0,0
B0021211,20160220,2016-02-20,2,4,2,PRT,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,0,0,45.0,45.0,45.0,0,0,1,0,0,0
B0021212,20160219,2016-02-19,4,7,2,MEX,Stayed,0,1,2,3.0,2,1.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,87.6,175.2,175.2,0,1,1,0,0,0
B0021213,20160220,2016-02-20,4,7,2,ESP,Stayed,0,0,1,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,48.0,48.0,0,0,1,0,0,0
B0021214,20160219,2016-02-19,4,7,2,PRT,Stayed,0,2,2,2.0,2,0.0,0,BB,Transient,No Deposit,A,0,0,0,1,0,48.0,96.0,96.0,0,0,1,0,0,0
